action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_05583,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.81527558694582,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,39,normal
MAQ_05584,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.346980456029485,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,40,normal
MAQ_05585,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.79633001671327,treatment line can support commercial push without materially raising team strain,41,normal
MAQ_05586,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.464073649176648,treatment line can support commercial push without materially raising team strain,42,normal
MAQ_05587,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.099573649176648,treatment line can support commercial push without materially raising team strain,43,normal
MAQ_05588,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.01333001671327,treatment line can support commercial push without materially raising team strain,44,normal
MAQ_05589,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.793573649176643,treatment line can support commercial push without materially raising team strain,45,normal
MAQ_05590,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.685573649176646,treatment line can support commercial push without materially raising team strain,46,normal
MAQ_05591,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.645073649176645,treatment line can support commercial push without materially raising team strain,47,normal
MAQ_05592,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.585830016713267,treatment line can support commercial push without materially raising team strain,48,normal
MAQ_05593,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.572330016713266,treatment line can support commercial push without materially raising team strain,49,normal
MAQ_05594,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.491330016713263,treatment line can support commercial push without materially raising team strain,50,normal
MAQ_05595,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.24833001671327,treatment line can support commercial push without materially raising team strain,51,normal
MAQ_05596,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.71807364917665,treatment line can support commercial push without materially raising team strain,52,normal
MAQ_05597,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,16.131094494117644,No immediate refresh training trigger under current modeled threshold.,53,normal
MAQ_05598,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,16.106957599999998,No immediate refresh training trigger under current modeled threshold.,54,normal
MAQ_05599,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.884830016713268,treatment line can support commercial push without materially raising team strain,55,normal
MAQ_05600,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.579573649176648,treatment line can support commercial push without materially raising team strain,56,normal
MAQ_05601,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.576545741176473,Bottom-group therapist ranking; monitor closely and coach as needed.,57,normal
MAQ_05602,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.083484847058823,Bottom-group therapist ranking; monitor closely and coach as needed.,58,normal
MAQ_05603,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.065999576470585,No immediate refresh training trigger under current modeled threshold.,59,normal
MAQ_05604,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.77857364917665,treatment line can support commercial push without materially raising team strain,60,normal
MAQ_05605,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.507830016713267,treatment line can support commercial push without materially raising team strain,61,normal
MAQ_05606,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.497969671066024,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,62,normal
MAQ_05607,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.472058897648663,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,63,normal
MAQ_05608,2024-06,2024-06-01,2024-06-30,MLT_OUTLET_003,St Julians,outlet_management,team_stability,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",protective,stabilize,57.84467243927112,team stability protection is needed to sustain service quality and avoid burnout-driven revenue loss | Outlet shows limited reward readiness and therapist refresh-training need.,1,high
MAQ_05609,2024-06,2024-06-01 00:00:00,2024-06-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,57.312954498468585,Retail selling score reached reward threshold under the modeled commercial framework.,2,high
MAQ_05610,2024-06,2024-06-01 00:00:00,2024-06-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,56.96283917874521,Retail selling score reached reward threshold under the modeled commercial framework.,3,high
MAQ_05611,2024-06,2024-06-01,2024-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,53.7033624010805,treatment line is selling into a tighter capacity environment and should be scaled carefully,4,normal
MAQ_05612,2024-06,2024-06-01 00:00:00,2024-06-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.31985312889479,Retail selling score reached reward threshold under the modeled commercial framework.,5,normal
MAQ_05613,2024-06,2024-06-01,2024-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,51.5883624010805,treatment line is selling into a tighter capacity environment and should be scaled carefully,6,normal
MAQ_05614,2024-06,2024-06-01,2024-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,51.4128624010805,treatment line is selling into a tighter capacity environment and should be scaled carefully,7,normal
MAQ_05615,2024-06,2024-06-01,2024-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,51.1878624010805,treatment line is selling into a tighter capacity environment and should be scaled carefully,8,normal
MAQ_05616,2024-06,2024-06-01,2024-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,50.98638290119718,treatment line is selling into a tighter capacity environment and should be scaled carefully,9,normal
MAQ_05617,2024-06,2024-06-01,2024-06-30,MLT_OUTLET_003,St Julians,therapist_coaching,refresh_training,refresh_training,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protective,stabilize,50.8840945254902,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,10,normal
MAQ_05618,2024-06,2024-06-01,2024-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,49.2078624010805,treatment line is selling into a tighter capacity environment and should be scaled carefully,11,normal
MAQ_05619,2024-06,2024-06-01,2024-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,48.79488290119718,treatment line is selling into a tighter capacity environment and should be scaled carefully,12,normal
